Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm critical of the long-term benefits of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",28/02/2023 21:46,aho,Positive
I'm fascinated by the tourism potential of the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",14/07/2023 20:10,kochchristian,Positive
I'm critical of the local community involvement in the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",07/03/2023 03:48,cirwin,Negative
I'm fascinated by the environmental sustainability of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",19/11/2023 10:05,michelle10,Positive
I'm fascinated by the funding and investments for the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",18/11/2023 13:52,christophersullivan,Positive
I'm fascinated by the cultural significance of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",25/01/2023 14:52,qadams,Positive
I'm fascinated by the funding and investments for the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",02/10/2023 09:48,jefferystephens,Positive
I'm optimistic about the cultural significance of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",29/07/2023 23:15,meghangarza,Positive
I have concerns regarding the local community involvement in the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",15/07/2023 08:50,ysingh,Neutral
I'm impressed by the tourism potential of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",19/04/2023 09:08,operkins,Positive
I wonder about the construction process of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",24/04/2023 06:55,gregorythomas,Neutral
I have concerns regarding the environmental sustainability of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",03/06/2023 04:53,pecktammy,Positive
I'm uncertain about the funding and investments for the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",13/03/2023 03:49,huffmantracy,Negative
I'm curious about how the local community involvement in the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",26/05/2023 06:44,zwood,Positive
I'm uncertain about the local community involvement in the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",17/04/2023 19:07,stephen36,Positive
I'm critical of the funding and investments for the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",17/04/2023 04:02,bernarddominique,Negative
I'm uncertain about the tourism potential of the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",12/03/2023 00:45,lancemurphy,Positive
I'm fascinated by the funding and investments for the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",20/09/2023 07:11,corey81,Positive
I'm optimistic about the tourism potential of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",07/07/2023 01:01,qowens,Positive
I wonder about the funding and investments for the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",17/07/2023 05:16,brandi82,Positive
I'm cautious about the economic impact of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",19/11/2023 19:12,ynicholson,Negative
I'm excited for the environmental sustainability of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",28/02/2023 19:30,aprilgreene,Positive
I'm cautious about the construction process of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",05/08/2023 06:18,showell,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",02/09/2023 14:35,lpatel,Neutral
I'm critical of the construction process of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",18/06/2023 05:44,calebortiz,Negative
I'm uncertain about the environmental sustainability of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",09/08/2023 13:30,rodneyking,Negative
I'm supportive of the construction process of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",07/02/2023 22:19,alexismoore,Positive
I'm supportive of the design and route of the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",10/08/2023 21:32,plopez,Positive
I'm excited for the cultural significance of the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",04/09/2023 06:38,mcclurestacy,Positive
I'm critical of the cultural significance of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",08/09/2023 17:14,thomaskara,Neutral
I'm supportive of the tourism potential of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",12/02/2023 13:32,shannonwright,Positive
I'm optimistic about the design and route of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",15/10/2023 19:34,john36,Positive
I'm cautious about the funding and investments for the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",15/01/2023 22:38,michaelsanchez,Negative
I'm cautious about the environmental sustainability of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",20/07/2023 18:08,ariasmichael,Negative
I'm fascinated by the environmental sustainability of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",13/03/2023 00:53,rowens,Positive
I'm excited for the construction process of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",18/02/2023 20:18,hwaters,Positive
I'm curious about how the cultural significance of the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",23/11/2023 05:02,wiselaurie,Positive
I'm optimistic about the economic impact of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",09/08/2023 22:35,michaelmorrison,Positive
I'm curious about how the long-term benefits of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",02/10/2023 19:33,wduarte,Positive
I'm optimistic about the local community involvement in the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",31/01/2023 01:22,marmstrong,Positive
I'm uncertain about the economic impact of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",14/11/2023 16:58,katherine81,Negative
I'm critical of the long-term benefits of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",25/09/2023 08:27,sbradley,Neutral
I'm cautious about the environmental sustainability of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",04/05/2023 12:46,edwardsstephanie,Negative
I'm impressed by the local community involvement in the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",09/11/2023 14:45,callahanchristine,Positive
I'm excited for the environmental sustainability of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",19/05/2023 06:07,sean29,Positive
I'm fascinated by the construction process of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",26/06/2023 20:03,adamsjennifer,Positive
I'm fascinated by the cultural significance of the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",10/05/2023 19:48,amber47,Positive
I'm supportive of the design and route of the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",18/09/2023 20:14,ashley65,Positive
I'm doubtful about the funding and investments for the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",09/08/2023 12:08,thomasjuan,Negative
I'm fascinated by the long-term benefits of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",15/11/2023 21:11,deanprice,Positive
I'm impressed by the environmental sustainability of the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",31/03/2023 07:59,kathryn86,Positive
I'm optimistic about the local community involvement in the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",20/08/2023 05:38,peterharris,Positive
I'm doubtful about the cultural significance of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",01/11/2023 11:38,christopherclark,Neutral
I'm optimistic about the tourism potential of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",18/02/2023 10:17,johnny70,Positive
I'm impressed by the funding and investments for the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",04/11/2023 15:24,kara37,Positive
I'm fascinated by the local community involvement in the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",02/09/2023 18:58,cwilliams,Positive
I'm optimistic about the construction process of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",23/04/2023 08:46,wbaldwin,Positive
I'm excited for the local community involvement in the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",19/02/2023 12:12,trevinotammy,Positive
I'm supportive of the environmental sustainability of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",26/04/2023 08:58,wheelervalerie,Positive
I'm supportive of the local community involvement in the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",24/06/2023 20:54,brownalison,Positive
I'm fascinated by the design and route of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",12/05/2023 08:28,tiffanyhill,Positive
I have concerns regarding the economic impact of the Tren Maya and the opportunities it presents.,Bacalar,"(18.6783, -88.3926)",12/08/2023 10:58,kenneth74,Positive
I'm doubtful about the design and route of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",18/11/2023 22:15,benjamin46,Negative
I have concerns regarding the long-term benefits of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",22/11/2023 01:36,herrerachristopher,Positive
I'm optimistic about the long-term benefits of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",19/06/2023 19:03,ywilliams,Positive
I'm supportive of the local community involvement in the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",17/05/2023 12:39,thomas20,Positive
I'm critical of the design and route of the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",29/05/2023 04:48,mpope,Neutral
I'm doubtful about the economic impact of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",18/05/2023 00:05,lori23,Negative
I have concerns regarding the design and route of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",17/07/2023 09:26,bpena,Neutral
I'm curious about how the funding and investments for the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",21/04/2023 15:01,hklein,Positive
I'm doubtful about the construction process of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",13/05/2023 03:28,connor41,Neutral
I'm uncertain about the funding and investments for the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",10/06/2023 22:25,harrellcraig,Negative
I'm optimistic about the long-term benefits of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",14/08/2023 01:44,xellis,Positive
I'm supportive of the tourism potential of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",09/02/2023 22:10,thomascollins,Positive
I'm curious about how the economic impact of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",03/05/2023 05:24,codyjenkins,Positive
I'm cautious about the tourism potential of the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",27/06/2023 10:33,christophertodd,Negative
I'm excited for the long-term benefits of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",22/10/2023 19:25,qmcguire,Positive
I'm impressed by the local community involvement in the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",01/11/2023 22:01,rguerrero,Positive
I'm cautious about the environmental sustainability of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",08/06/2023 23:25,daniel20,Negative
I'm supportive of the long-term benefits of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",19/01/2023 18:33,kathrynanderson,Positive
I'm fascinated by the local community involvement in the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",11/06/2023 16:12,amberhester,Positive
I have concerns regarding the design and route of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",07/10/2023 23:09,krista94,Neutral
I'm supportive of the environmental sustainability of the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",27/04/2023 16:49,terriclark,Positive
I'm uncertain about the local community involvement in the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",09/10/2023 16:55,xmoore,Negative
I'm impressed by the funding and investments for the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",16/06/2023 20:04,christopher01,Positive
I'm impressed by the environmental sustainability of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",26/07/2023 07:37,samanthasimmons,Positive
I'm cautious about the design and route of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",21/03/2023 10:54,jennifer58,Negative
I wonder about the long-term benefits of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",19/01/2023 15:05,borr,Positive
I'm supportive of the design and route of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",27/06/2023 08:11,gomezcheryl,Positive
I'm cautious about the cultural significance of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",21/06/2023 18:43,ubishop,Positive
I'm fascinated by the design and route of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",16/07/2023 19:29,michael59,Positive
I'm optimistic about the long-term benefits of the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",12/03/2023 21:51,teresahaley,Positive
I'm fascinated by the design and route of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",08/01/2023 19:08,gibsonfrederick,Positive
I'm excited for the economic impact of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",16/11/2023 15:11,mcdonaldbrendan,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",09/04/2023 14:11,stevemorse,Neutral
I'm cautious about the cultural significance of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",23/05/2023 06:21,josephwells,Positive
I'm impressed by the environmental sustainability of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",27/08/2023 15:53,fkim,Positive
I'm curious about how the long-term benefits of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",07/10/2023 17:02,tonyasalas,Positive
I'm critical of the environmental sustainability of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",14/09/2023 06:03,amber88,Negative
I'm cautious about the design and route of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",08/10/2023 00:38,rosejohn,Negative
I'm excited for the long-term benefits of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",07/07/2023 20:28,mercadolaura,Positive
I'm uncertain about the cultural significance of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",24/05/2023 12:43,hmccoy,Neutral
I'm excited for the local community involvement in the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",26/05/2023 14:39,oriley,Positive
I'm supportive of the economic impact of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",07/03/2023 22:44,masonnancy,Positive
I'm cautious about the cultural significance of the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",14/11/2023 07:28,elizabethgonzalez,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",01/03/2023 19:15,lisaalvarado,Neutral
I'm cautious about the tourism potential of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",28/06/2023 08:24,haleyeric,Negative
I'm supportive of the long-term benefits of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",01/09/2023 07:03,orobles,Positive
I have concerns regarding the cultural significance of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",02/04/2023 22:18,dcooley,Positive
I'm doubtful about the funding and investments for the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",06/09/2023 15:31,hurleynicholas,Negative
I'm supportive of the local community involvement in the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",01/11/2023 14:19,christopheraguilar,Positive
I'm impressed by the local community involvement in the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",23/09/2023 08:26,maureen89,Positive
I'm excited for the construction process of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",01/09/2023 20:10,rebecca00,Positive
I'm supportive of the tourism potential of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",03/09/2023 22:57,michellerobinson,Positive
I'm fascinated by the tourism potential of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",27/08/2023 01:57,april73,Positive
I'm doubtful about the economic impact of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",01/11/2023 16:23,cmcbride,Negative
I wonder about the local community involvement in the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",19/01/2023 07:57,lukewelch,Neutral
I'm uncertain about the funding and investments for the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",04/10/2023 16:23,friedmanjohn,Negative
I wonder about the design and route of the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",18/01/2023 02:26,thomas51,Neutral
I'm doubtful about the design and route of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",02/01/2023 01:26,angela72,Negative
I'm curious about how the tourism potential of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",08/05/2023 08:00,brittanybarnett,Positive
I'm curious about how the design and route of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",03/11/2023 00:54,zbowen,Positive
I'm curious about how the design and route of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",17/03/2023 22:55,ashleyhanson,Positive
I'm supportive of the environmental sustainability of the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",27/10/2023 07:24,vballard,Positive
I'm optimistic about the cultural significance of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",07/08/2023 09:57,amanda15,Positive
I'm optimistic about the cultural significance of the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",05/01/2023 22:57,dgrant,Positive
I'm doubtful about the construction process of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",13/11/2023 11:54,vskinner,Negative
I'm impressed by the long-term benefits of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",28/11/2023 00:11,anthonyharris,Positive
I'm impressed by the design and route of the Tren Maya and its effects on the region.,Tulum,"(20.2114, -87.4654)",06/11/2023 03:31,uedwards,Positive
I'm optimistic about the funding and investments for the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",18/11/2023 10:53,william24,Positive
I'm curious about how the local community involvement in the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",12/07/2023 03:01,eric56,Positive
I'm cautious about the long-term benefits of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",28/05/2023 13:37,lhill,Positive
I wonder about the funding and investments for the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",28/03/2023 19:25,bartondavid,Positive
I'm curious about how the tourism potential of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",26/05/2023 12:29,meganaguirre,Positive
I'm impressed by the funding and investments for the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",01/09/2023 06:35,smithcynthia,Positive
I'm optimistic about the funding and investments for the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",17/03/2023 18:27,allenrachael,Positive
I'm optimistic about the economic impact of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",11/06/2023 06:47,gailsmith,Positive
I'm curious about how the economic impact of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",10/11/2023 13:03,jose16,Positive
I'm impressed by the long-term benefits of the Tren Maya and its impact on local wildlife.,Chichen Itza,"(20.6843, -88.5678)",28/05/2023 13:28,wmartin,Positive
I'm doubtful about the cultural significance of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",14/09/2023 02:10,jennifer40,Neutral
I wonder about the long-term benefits of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",26/08/2023 07:42,xchang,Positive
I'm curious about how the cultural significance of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",05/02/2023 11:31,martinezbenjamin,Positive
I'm curious about how the environmental sustainability of the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",05/08/2023 12:47,shawna91,Positive
I'm fascinated by the environmental sustainability of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",06/10/2023 22:50,uhawkins,Positive
I'm critical of the long-term benefits of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",01/05/2023 11:31,jessicagraham,Neutral
I'm supportive of the funding and investments for the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",31/08/2023 08:55,meyertammy,Positive
I'm critical of the funding and investments for the Tren Maya and the challenges it faces.,Merida,"(20.9674, -89.5926)",02/08/2023 10:15,kellymorgan,Negative
I'm critical of the local community involvement in the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",26/01/2023 13:46,gbarnett,Neutral
I'm uncertain about the local community involvement in the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",01/04/2023 19:47,krausenancy,Positive
I'm cautious about the funding and investments for the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",01/11/2023 02:03,travisruth,Negative
I have concerns regarding the construction process of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",03/08/2023 05:01,umills,Neutral
I'm fascinated by the long-term benefits of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",14/06/2023 10:19,jhaynes,Positive
I'm fascinated by the tourism potential of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",29/08/2023 07:03,carrolldenise,Positive
I have concerns regarding the funding and investments for the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",28/04/2023 02:16,jessica79,Positive
I'm uncertain about the funding and investments for the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",15/10/2023 16:03,njenkins,Negative
I'm critical of the local community involvement in the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",14/06/2023 07:35,qanderson,Negative
I'm optimistic about the local community involvement in the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",24/01/2023 07:58,abbottdavid,Positive
I'm excited for the local community involvement in the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",12/06/2023 07:15,churchkaren,Positive
I'm optimistic about the design and route of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",11/01/2023 10:15,sjacobson,Positive
I'm fascinated by the economic impact of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",31/07/2023 16:05,kennethpena,Positive
I'm fascinated by the design and route of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",08/11/2023 20:47,andrewrosario,Positive
I'm optimistic about the cultural significance of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",07/05/2023 23:20,williamsjames,Positive
I'm optimistic about the long-term benefits of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",19/01/2023 00:10,lstewart,Positive
I'm doubtful about the cultural significance of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",15/05/2023 02:49,lauralewis,Neutral
I'm cautious about the tourism potential of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",24/04/2023 19:47,christinabrown,Negative
I'm supportive of the economic impact of the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",17/03/2023 01:54,bfreeman,Positive
I'm cautious about the economic impact of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",11/02/2023 18:49,acollins,Negative
I'm cautious about the environmental sustainability of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",31/03/2023 02:16,mirandagoodman,Negative
I'm impressed by the environmental sustainability of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",29/01/2023 12:36,nicole25,Positive
I'm cautious about the environmental sustainability of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",19/10/2023 15:36,kennethmichael,Negative
I'm impressed by the environmental sustainability of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",04/06/2023 16:16,adampoole,Positive
I'm cautious about the tourism potential of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",29/10/2023 08:57,raymondjonathon,Negative
I'm uncertain about the economic impact of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",26/11/2023 11:13,burtondavid,Negative
I'm curious about how the construction process of the Tren Maya and its effects on the region.,Tulum,"(20.2114, -87.4654)",06/07/2023 02:34,parkermary,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",09/07/2023 07:31,kim33,Neutral
I'm fascinated by the cultural significance of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",04/05/2023 11:48,btran,Positive
I'm curious about how the tourism potential of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",24/02/2023 20:43,scott82,Positive
I'm supportive of the environmental sustainability of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",30/08/2023 23:52,michael68,Positive
I'm doubtful about the design and route of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",15/08/2023 20:54,shannonochoa,Negative
I'm uncertain about the environmental sustainability of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",05/09/2023 13:39,tiffany30,Negative
I'm optimistic about the cultural significance of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",04/06/2023 18:20,mcgrathrodney,Positive
I'm critical of the long-term benefits of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",04/05/2023 01:39,fmerritt,Neutral
I'm supportive of the cultural significance of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",21/03/2023 09:33,jamestaylor,Positive
I have concerns regarding the tourism potential of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",19/04/2023 05:35,victoria87,Neutral
I'm impressed by the long-term benefits of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",25/10/2023 05:53,heathergreer,Positive
I'm supportive of the long-term benefits of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",25/05/2023 06:18,perezmichael,Positive
I'm uncertain about the funding and investments for the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",06/02/2023 10:05,cgarrett,Negative
I'm supportive of the local community involvement in the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",26/07/2023 09:22,tammy02,Positive
I'm optimistic about the design and route of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",29/03/2023 22:29,etaylor,Positive
I'm excited for the funding and investments for the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",03/04/2023 04:49,elizabethdyer,Positive
I wonder about the long-term benefits of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",04/03/2023 05:01,holly28,Positive
I'm supportive of the long-term benefits of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",01/02/2023 17:15,rachel94,Positive
I'm supportive of the funding and investments for the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",25/08/2023 02:28,scott55,Positive
